Date,PetroChina Company Limited,China Mobile Limited,Tencent Holdings Limited,General Electric Company,Apple Inc.,Walmart Inc.,LVMH Moët Hennessy (SE),ASML Holding N.V.,Siemens Aktiengesellschaft
2010-01-05,0.05751753483129569,0.008259051488997488,0.022367223216818142,0.005164308881799272,0.001727235717955417,-0.010007594107360707,-0.00471253362022274,0.007760011554749889,0.0006105677154821494
2010-01-06,0.02012133371779375,0.006149565300687073,0.0023254442314843884,-0.00516430888179924,-0.016034043472041598,-0.0022378240334480826,0.009655434857940494,0.009119356102881525,0.0036571217716230013
2010-01-07,-0.0039921462691028696,-0.0020459039900121503,-0.03908126593535159,0.05048357212128966,-0.0018504637734179728,0.0005601434694665664,0.011315442934588239,-0.028195343643497184,0.011793031642025116
2010-01-08,0.007968074723819083,0.01624975342065588,0.013793218490214797,0.02130997702196249,0.006626327462445825,-0.005049703893717647,0.013411275883708265,-0.024218478551927144,0.00629311329618647
2010-01-11,0.00987192990520605,0.00535818811857378,0.01712475763210939,0.009592315747030697,-0.00886066390404826,0.016366369718599293,0.007741126810952659,-0.02145403768478591,0.0025360648498405592
2010-01-12,-0.005911404302471789,0.023763642384983186,-0.012964286615686728,0.000596701582904546,-0.0114401437560184,0.009546487528143133,-0.029185282726822158,0.0015258973950757532,-0.012292157285757
2010-01-13,-0.03724639053218193,0.009091021781305678,0.013549560635611885,0.003571413399436859,0.014006819035228012,0.005102618278297804,0.0075324966594766465,0.027374173121129938,0.009009036913920876
2010-01-14,-0.012384089938528818,0.026157673760044027,0.00873871316356985,-0.007754057310800519,-0.005808245627161971,-0.014649105806440977,0.0013750941143760482,-0.006848285885056778,0.004474450427506925
2010-01-15,-0.011488216196138898,-0.006317119529719715,0.023503605592407387,-0.015691804346310925,-0.01685346465265845,-0.009825126405714635,-0.008151971119291336,-0.022357361486799145,-0.011524620638619849
2010-01-20,-0.020011302879243006,-0.015574645014173294,-0.03664328893267421,-0.0024215760837934005,-0.015511730786197333,-0.0031519393587502425,-0.027287704776092124,0.013646662888582508,-0.02519266301152931
2010-01-21,-0.023682530042071236,-0.019149095745925764,-0.015564558948784037,-0.029522399546230756,-0.01743727557778109,-0.017606255916399985,-0.01831659529311985,-0.0009042167330965175,-0.01684585718758179
2010-01-22,-0.0010896455243480999,-0.006688653850723229,-0.01647484152188655,0.005602389073108055,-0.05087100233895448,0.0003774944909410068,-0.008578365525989893,-0.04438317356407177,0.00046341443496244073
2010-01-25,-0.007662946177054453,0.008021343661072919,-0.00867547869833398,0.01601025417472444,0.026547175519386904,-0.0011338924252542728,0.0003855890516638971,0.017804827279960175,-0.002782647350815351
2010-01-26,-0.02672742036606926,-0.017461578189020832,-0.041743904799750625,-0.001222099176012388,0.014033915778792542,0.013709872865757092,0.020860698696954665,0.0021648188278292554,0.05011608024705415
2010-01-27,0.0,0.001353712326170993,-0.01195099236615017,-0.003063392496081936,0.009376116566693331,-0.003924642152607059,-0.004794856226445654,0.005852482757585561,0.010674054266656238
2010-01-28,0.004503970029101161,0.009427732478744582,0.03543264504122235,-0.008625511425612877,-0.04220002006783058,-0.014903668395268499,-0.01208901883374726,-0.019851778513848086,-0.03154647709944614
2010-01-29,-0.011299471150316228,-0.01145946368027802,-0.008913137352722485,-0.004963552092832919,-0.036952990751157516,0.01546530321608123,0.012215404639452532,-0.021213436174962772,0.0020009511684690607
2010-02-01,-0.004555663629398729,0.013467964340759635,-0.02935234344146005,0.010516897513444734,0.013805863751520618,0.0009354869950893498,0.003283139597151919,0.02246573666570695,0.0003077652906840055
2010-02-02,0.009091157492543224,0.009321026969230864,0.006362667546769086,0.03625767304198385,0.005786101479668687,0.00018703122806666223,0.0220665666111564,0.017062708817266743,0.016012454673660064
2010-02-03,0.032278550456984904,0.013820583935254325,0.05817584477544621,-0.010139880821226048,0.017060337111991574,0.014477114720954108,0.004306477985666217,0.003990580128014065,-0.009576672405098687
2010-02-04,-0.02326968671494844,-0.02515011156496668,-0.02832292696877389,-0.039124979177846575,-0.03670429714338452,-0.02424589674041525,-0.043793805183758965,-0.050583963255910615,-0.03766403666492403
2010-02-05,-0.06006442951993695,-0.010104623045383858,-0.05482739473882735,-0.01570893095857611,0.017599749519238494,0.009020932488565473,-0.040442747666826075,0.0016100964304968837,-0.022130536984214747
2010-02-08,-0.016806866487864926,0.02408178837900051,-0.0072518822850465665,-0.012105761101722946,-0.006879046336707579,-0.009776812346522638,0.01800218707263838,-0.016218375985788774,0.023920070801862963
2010-02-09,0.022741763187871297,0.004615566434301775,-0.017621580121104576,0.0,0.010606987737749934,0.006027885766037115,0.010699269511577725,0.028688591458736402,0.006691115719836294
2010-02-10,0.007075773609115739,-0.013911832427948136,0.027759439343012476,0.005752236702848908,-0.005468658599242654,-0.00018787423862903744,0.009943916892308913,0.0006354309224686246,0.0003174373754173982
2010-02-11,0.01977907263276686,0.017851744363485363,0.04369969227276205,0.005086066770380528,0.018030269292391505,-0.0030097228877508726,-0.00308866624304845,0.0031705019793685733,0.0011105736892615089
2010-02-12,-0.008097090086249165,-0.007894996947245232,0.021829097138359947,-0.014048544106939969,0.008570368309232686,-0.0033968381156186957,-0.015065545736407638,-0.004441680305386852,-0.014855412651882751
2010-02-17,0.019552181501061666,0.01377535368582607,0.021362421090192468,0.03785879083038611,0.01077122307892125,0.021690740500513214,0.02927179645884708,0.009493858279670935,0.03416996709364176
2010-02-18,-0.008004496308351162,-0.0013038173328948574,-0.015307937967111473,0.005558166807232565,0.0018743914950544996,-0.010973238450082367,0.01149786389786724,0.010651710001299015,0.013439540030531513
2010-02-19,-0.02440586583479431,-0.028450393386108924,-0.043872746874313126,-0.004319762747993067,-0.006228541929446863,0.00037370930294870856,-0.0006280042992401584,-0.009078270726470633,0.002605351569096105
2010-02-22,0.028988017569387764,0.02387385398042295,0.04588267834666059,0.004934924761472878,-0.006217439654184332,0.006336120472756974,0.006640400284933872,0.006894370407010686,-0.005217415652278525
2010-02-23,0.009100908725498798,0.009132330556931155,0.014618191641047067,-0.01863409425082927,-0.01690662610431182,-0.003908279456011699,-0.013578390396538074,-0.03787240026482858,-0.018477168106692345
2010-02-24,-0.021752146082162215,-0.005208185442558061,-0.01061000997256205,0.010602052386811951,0.018103744837337947,0.005578797935273759,-0.0038046993695101043,0.005821580235030072,0.005625822472973432
2010-02-25,-0.012813445812615471,-0.001960249498147257,-0.004008181668485071,-0.006262094324342016,0.006655583772112347,0.0042567867225712,-0.024959335196463792,-0.00972160737908033,-0.02925319895935194
2010-02-26,0.016279586797657255,0.001960249498147217,0.01856812584985156,0.008755907513247648,0.012886579496565674,-0.0014784878625251619,0.036330028976818175,0.0039000271440503176,0.01069347454181586
2010-03-01,0.02054856961634977,0.009097028427901936,0.018229626306335556,-0.010012569354501398,0.021131938000090847,-0.003149027401689038,0.02652935483033898,0.022768156233938203,0.027866453142664217
2010-03-02,0.007878466492265394,-0.010403705680763917,0.01853684919666449,0.0,-0.0006700702686075259,-0.005768294094388256,0.016742159328507488,0.04282416606077191,0.01744759110548875
2010-03-03,0.0011206532891095927,-0.024480024002473327,0.006942308326931081,0.00814290015692901,0.0022954309463874816,0.0013053171775212996,0.015637147965402606,0.012077311161909625,0.019383092912877188
2010-03-04,-0.018079860858603643,-0.024407930019462058,-0.03715996973344782,0.004978215432568157,0.006570912192142898,0.005575519709235554,-0.004986621367877504,-0.009650302007430509,-0.011223448753523187
2010-03-05,0.018079860858603716,0.0013717803312222087,0.03274780839625727,0.014788076872631737,0.038360931369758065,0.0033304127597869383,0.034627289035264436,0.024249300230881145,0.015084947286918931
2010-03-08,0.027610502294396665,0.013614551851183716,0.015669393569024467,-0.004905594306518645,0.0005935184552029396,0.0001845597120588596,-0.012379588911613842,0.016136565957330484,-0.005797763717545824
2010-03-09,0.0,0.001351809848593839,-0.006864328048480867,0.013431151998748864,0.01782430313540324,-0.0016638965274565541,-0.002447651842965789,-0.009063502018992944,-0.0002983518720209316
2010-03-10,0.0010889310397512579,0.0013492501924796646,0.02351595335789273,0.0012124569921268867,0.008127489258607496,-0.0023647660466743683,0.008483058491541679,0.012839626696873217,0.010828521812237694
2010-03-11,0.001087275520760695,0.016053990424654663,-0.0018366822997589265,-0.0018187670532162216,0.0029311741169968835,0.006319692815709238,-0.0076662761229264915,-0.00029038927097150495,-0.008296218742756977
2010-03-12,0.00541993354177095,0.001325987438546692,-0.012330555458755802,0.033415897347055024,0.004866347316244944,-0.0012979058934825657,0.007550755433486992,-0.0011607221814119897,0.017109355529921752
2010-03-15,-0.02296432239376214,-0.005315361588268612,0.038337545130295726,0.014564847955577855,-0.012254925319738513,0.027810088291485815,-0.008484275476560575,-0.02797159934228401,-0.00999420742947195
2010-03-16,-0.010005355027984641,0.0,-0.010804442059120676,0.04412484216311539,0.0027214715784080164,0.010232262589873729,0.01229552322262897,0.020686461509282154,0.02868374020525909
